source,target,edgeType
node556,node17935,connects_to
node82600,node17252,connects_to
node48926,node71716,connects_to
node71841,node10791,connects_to
node26111,node72761,depends_on
node45968,node1192,depends_on
node19010,node73584,depends_on
node73734,node19449,depends_on
node40049,node64191,related
node53858,node24584,connects_to
node34348,node29378,connects_to
node82657,node63981,connects_to
node53273,node58097,depends_on
node53088,node34568,depends_on
node67569,node16878,related
node29868,node74685,related
node59045,node16839,related
node53223,node54354,depends_on
node53813,node69269,depends_on
node37708,node81593,connects_to
node73151,node70548,related
node72583,node59592,depends_on
node80895,node66080,related
node48173,node82933,connects_to
node7049,node14713,related
node21306,node61814,depends_on
node77627,node67800,connects_to
node58540,node56569,connects_to
node35368,node12088,depends_on
node42646,node49280,connects_to
node71478,node68512,related
node77175,node5502,depends_on
node2162,node24430,related
node24492,node67612,related
node37178,node37763,related
node43621,node12183,related
node36596,node23688,connects_to
node8466,node46973,depends_on
node77022,node28012,connects_to
node59255,node48598,connects_to
node5415,node47583,depends_on
node33499,node957,depends_on
node71708,node39649,connects_to
node59389,node79696,related
node63746,node56005,connects_to
node35836,node50099,related
node35602,node16958,connects_to
node13588,node43992,connects_to
node1932,node68915,depends_on
node20022,node79146,related
node7415,node37530,depends_on
node59967,node34334,depends_on
node3481,node12637,depends_on
node23080,node6709,depends_on
node49896,node40386,connects_to
node72870,node27567,depends_on
node1749,node3173,related
node27319,node19754,depends_on
node58465,node9453,connects_to
node71038,node58102,related
node66570,node893,related
node32814,node12810,connects_to
node13073,node64531,connects_to
node73124,node70376,connects_to
node5675,node35020,connects_to
node13836,node47728,connects_to
node60348,node59218,connects_to
node36126,node36969,connects_to
node78313,node82832,related
node41658,node59492,related
node9112,node55493,connects_to
node47276,node18633,related
node77597,node41927,depends_on
node41580,node5919,depends_on
node64622,node9156,related
node49885,node73933,depends_on
node25688,node66725,related
node11201,node26672,connects_to
node56574,node23107,connects_to
node70163,node48157,connects_to
node78830,node28462,related
node16309,node43391,related
node77040,node3426,related
node61005,node58664,depends_on
node34989,node4566,connects_to
node11970,node38848,connects_to
node35579,node5373,connects_to
node81806,node12016,depends_on
node72768,node24818,related
node16461,node46672,connects_to
node29195,node33553,related
node52694,node16957,connects_to
node22531,node71590,related
node10442,node66780,connects_to
node70999,node74670,depends_on
node53503,node6108,depends_on
node70783,node73852,depends_on
node59550,node64006,depends_on
node65113,node49572,related
node37940,node3088,related
node48316,node22730,depends_on
node80027,node66519,related
node1028,node57198,related
node77313,node46837,connects_to
node74935,node9735,connects_to
node12656,node6445,related
node70433,node4249,related
node78612,node68287,connects_to
node46439,node2084,connects_to
node78480,node81001,connects_to
node51420,node4190,related
node10925,node46941,related
node31925,node17919,depends_on
node1867,node40071,related
node52528,node39878,related
node46520,node653,connects_to
node44529,node14579,related
node28958,node4815,related
node4487,node67982,connects_to
node55009,node75717,related
node66261,node66140,connects_to
node65871,node38884,connects_to
node33956,node48487,related
node28196,node54500,connects_to
node7815,node76587,related
node34716,node21775,related
node4655,node60285,depends_on
node48843,node75363,depends_on
node9596,node38048,connects_to
node73302,node35160,related
node73695,node61337,related
node69114,node68046,depends_on
node72772,node23106,depends_on
node7765,node30406,connects_to
node35131,node74101,related
node9597,node8233,related
node5885,node16618,connects_to
node75146,node41171,related
node59785,node9019,related
node33656,node70461,connects_to
node29345,node68544,depends_on
node44695,node37705,related
node75424,node58134,connects_to
node82469,node54828,related
node3779,node47125,related
node49775,node57715,depends_on
node40139,node80405,related
node71302,node40821,depends_on
node13163,node14940,connects_to
node60975,node1548,connects_to
node73056,node71004,depends_on
node41541,node36780,related
node6485,node61681,related
node63828,node44977,related
node24220,node80850,connects_to
node79494,node12726,depends_on
node27975,node26830,related
node27493,node60710,depends_on
node72467,node7792,connects_to
node39693,node27634,connects_to
node70709,node56527,depends_on
node15220,node82563,depends_on
node19660,node38585,depends_on
node76380,node58067,depends_on
node55536,node74800,connects_to
node11967,node18602,related
node39803,node44327,connects_to
node3667,node26543,depends_on
node18368,node14884,depends_on
node64314,node18490,connects_to
node22165,node30901,depends_on
node66784,node4990,related
node65048,node43999,connects_to
node4317,node62035,related
node69484,node78360,depends_on
node80727,node52939,connects_to
node6886,node40205,related
node59511,node40597,connects_to
node4030,node56307,related
node14817,node75673,connects_to
node68842,node32027,related
node19573,node46664,related
node50582,node52060,related
node18950,node12094,depends_on
node79224,node81232,depends_on
node19120,node10746,connects_to
node61651,node39195,connects_to
node80870,node30068,depends_on
node63928,node48732,connects_to
node45667,node11272,depends_on
node45199,node64625,related
node15125,node55241,related
node69340,node74238,related
node14917,node46866,depends_on
node17207,node19159,connects_to
node68253,node34444,depends_on
node43724,node29517,related
node59756,node55029,connects_to
node28104,node65823,related
node30438,node30401,depends_on
node75414,node23759,depends_on
node78165,node18627,related
node18676,node73903,depends_on
node357,node36292,related
node65274,node34221,depends_on
node80826,node22129,related
node42667,node6413,depends_on
node72738,node29526,connects_to
node68441,node37224,related
node65135,node80570,connects_to
node76629,node65,connects_to
node42815,node53908,depends_on
node47021,node48980,connects_to
node28347,node55080,connects_to
node44251,node49076,connects_to
node21822,node60534,depends_on
node47792,node68183,related
node6379,node79301,depends_on
node47241,node75994,depends_on
node31392,node12483,related
node51214,node10457,connects_to
node31214,node59276,depends_on
node58141,node76322,connects_to
node81313,node80974,related
node16565,node54275,related
node54907,node8262,depends_on
node8459,node56256,connects_to
node68724,node1564,depends_on
node51754,node33238,depends_on
node30607,node46306,related
node75100,node32923,connects_to
node7203,node4299,related
node51198,node27607,depends_on
node51487,node5544,connects_to
node68765,node12431,depends_on
node1312,node60919,depends_on
node31228,node60584,connects_to
node18726,node68314,connects_to
node80301,node35250,related
node7942,node73071,related
node22700,node63976,related
node19494,node32185,related
node2699,node6221,related
node47904,node15731,depends_on
node20407,node738,connects_to
node44766,node35639,depends_on
node5979,node70690,depends_on
node21017,node60042,connects_to
node71774,node36238,connects_to
node80769,node56045,depends_on
node81135,node50587,connects_to
node8924,node39042,related
node14714,node38998,depends_on
node67377,node82882,related
node67146,node77200,depends_on
node52748,node49388,connects_to
node25131,node39978,connects_to
node5181,node82736,related
node17228,node5704,related
node39779,node37300,related
node55118,node55914,depends_on
node42026,node67573,depends_on
node77781,node45642,related
node33521,node18446,depends_on
node72092,node19025,related
node13896,node72240,depends_on
node59154,node74010,depends_on
node77241,node19159,connects_to
node29041,node76169,related
node1037,node19955,connects_to
node66173,node36702,related
node12617,node34727,depends_on
node28973,node45456,related
node53144,node14880,connects_to
node41429,node47069,related
node55539,node80395,connects_to
node79818,node53753,depends_on
node5343,node3191,depends_on
